# Document_ID	StartOffset	EndOffset	Abbreviation	Definition	Definition_lemmatized
S0210-56912007000200007-3	SHORT_FORM	1567	FMO	SHORT-LONG	LONG_FORM	1544	1565	fracaso multiorgánico
S0210-56912007000200007-3	SHORT_FORM	196	UMI	SHORT-LONG	LONG_FORM	166	194	Unidad de Medicina Intensiva
S1131-57682003000300008-1	SHORT_FORM	1952	PFP	SHORT-LONG	LONG_FORM	1923	1950	pruebas de función pulmonar
S1131-57682003000300008-1	SHORT_FORM	2042	TC	SHORT-LONG	LONG_FORM	2014	2040	tomografía computadorizada
S1131-57682003000300008-1	SHORT_FORM	293	TB	SHORT-LONG	LONG_FORM	279	291	tuberculosis
S1131-57682003000300008-1	SHORT_FORM	1008	Rx	SHORT-LONG	LONG_FORM	995	1006	radiografía
S0376-78922016000200011-1	SHORT_FORM	2642	EMA	SHORT-LONG	LONG_FORM	2647	2677	antígeno de membrana epitelial
S0376-78922016000200011-1	SHORT_FORM	2902	PET	SHORT-LONG	LONG_FORM	2864	2900	tomografía por emisión de positrones
S0376-78922016000200011-1	SHORT_FORM	2729	ALK	SHORT-LONG	LONG_FORM	2734	2766	kinasa de linfocitos anaplásicos
S0376-78922016000200011-1	SHORT_FORM	1069	RM	SHORT-LONG	LONG_FORM	1047	1067	resonancia magnética
S0211-69952011000500013-1	SHORT_FORM	1426	P	SHORT-LONG	LONG_FORM	1417	1424	fosfato
S0211-69952011000500013-1	SHORT_FORM	499	iPTH	SHORT-LONG	LONG_FORM	469	497	hormona paratiroidea intacta
S0212-71992005000400009-1	SHORT_FORM	3236	IV	SHORT-LONG	LONG_FORM	3223	3234	intravenosa
S0365-66912004001000008-1	SHORT_FORM	450	CA	SHORT-LONG	LONG_FORM	433	448	cámara anterior
S0365-66912004001000008-1	SHORT_FORM	885	TAC	SHORT-LONG	LONG_FORM	853	883	Tomografia Axial Computarizada
S0365-66912004001000008-1	SHORT_FORM	124	OD	SHORT-LONG	LONG_FORM	111	122	ojo derecho
S1889-836X2015000200005-1	SHORT_FORM	298	IMC	SHORT-LONG	LONG_FORM	273	296	índice de masa corporal
S1889-836X2015000200005-1	SHORT_FORM	781	TCS	SHORT-LONG	LONG_FORM	754	779	tejido celular subcutáneo
S0210-56912008000400007-3	SHORT_FORM	331	TAS	SHORT-LONG	LONG_FORM	303	329	tensión arterial sistólica
S1130-05582009000600006-1	SHORT_FORM	891	TAC	SHORT-LONG	LONG_FORM	865	889	tomografía computerizada
S0365-66912009000300009-1	SHORT_FORM	79	OD	SHORT-LONG	LONG_FORM	66	77	ojo derecho
S0365-66912005001000011-1	SHORT_FORM	600	AV	SHORT-LONG	LONG_FORM	584	598	agudeza visual
S0365-66912005001000011-1	SHORT_FORM	185	OI	SHORT-LONG	LONG_FORM	170	183	ojo izquierdo
S0211-69952011000500011-1	SHORT_FORM	1319	Cr	SHORT-LONG	LONG_FORM	1307	1317	creatinina
S0211-69952011000500011-1	SHORT_FORM	999	UCI	SHORT-LONG	LONG_FORM	968	997	unidad de cuidados intensivos
S0365-66912006001200009-1	SHORT_FORM	310	OI	SHORT-LONG	LONG_FORM	295	308	ojo izquierdo
S0365-66912006001200009-1	SHORT_FORM	387	OD	SHORT-LONG	LONG_FORM	374	385	ojo derecho
S1139-76322015000100010-1	SHORT_FORM	985	ANCA	SHORT-LONG	LONG_FORM	942	983	anticuerpos anticitoplasma de neutrófilos
S1139-76322015000100010-1	SHORT_FORM	895	ANA	SHORT-LONG	LONG_FORM	868	893	anticuerpos antinucleares
S1139-76322015000100010-1	SHORT_FORM	936	ENA	SHORT-LONG	LONG_FORM	901	934	anticuerpos extraíbles del núcleo
S1887-85712015000100005-1	SHORT_FORM	1667	PNJ	SHORT-LONG	LONG_FORM	1644	1665	pneumocystis jiroveci
S0212-71992005001000009-1	SHORT_FORM	1201	MGIT	SHORT-LONG	LONG_FORM	1207	1242	Mycobacterial Growth Indicator Tube
S0365-66912007001200011-1	SHORT_FORM	415	OD	SHORT-LONG	LONG_FORM	402	413	ojo derecho
S0365-66912007001200011-1	SHORT_FORM	444	OI	SHORT-LONG	LONG_FORM	429	442	ojo izquierdo
S0365-66912007001200011-1	SHORT_FORM	1208	MA	SHORT-LONG	LONG_FORM	1188	1206	membrana amniótica
S0365-66912007001200011-1	SHORT_FORM	387	AV	SHORT-LONG	LONG_FORM	371	385	agudeza visual
S1135-76062009000300004-1	SHORT_FORM	308	FAL	SHORT-LONG	LONG_FORM	282	306	Fusil Automático Liviano
S0210-48062007000700017-1	SHORT_FORM	1598	CK	SHORT-LONG	LONG_FORM	1583	1596	citoqueratina
S0210-48062007000700017-1	SHORT_FORM	1801	PET	SHORT-LONG	LONG_FORM	1806	1842	Tomografía por emisión de positrones
S0210-48062007000700017-1	SHORT_FORM	744	TAC	SHORT-LONG	LONG_FORM	749	779	Tomografía axial computerizada
S1130-01082011000500014-1	SHORT_FORM	775	RMN	SHORT-LONG	LONG_FORM	745	773	resonancia magnética nuclear
S1130-01082011000500014-1	SHORT_FORM	739	TC	SHORT-LONG	LONG_FORM	713	737	tomografía computerizada
S0365-66912010001200005-1	SHORT_FORM	543	DP	SHORT-LONG	LONG_FORM	522	541	diámetros papilares
S0365-66912010001200005-1	SHORT_FORM	794	AGF	SHORT-NESTED	NESTED	778	792	fluoresceínica
S0365-66912010001200005-1	NESTED	778	fluoresceínica	NESTED-LONG	LONG_FORM	766	777	angiografía
S0365-66912010001200005-1	SHORT_FORM	823	AVI	SHORT-NESTED	NESTED	801	821	verde de indocianina
S0365-66912010001200005-1	NESTED	801	verde de indocianina	NESTED-LONG	LONG_FORM	766	777	angiografía
S0365-66912010001200005-1	SHORT_FORM	866	OCT	SHORT-LONG	LONG_FORM	833	864	tomografía de coherencia óptica
S0365-66912010001200005-1	SHORT_FORM	1488	DRNS	SHORT-LONG	LONG_FORM	1446	1486	desprendimiento de retina neurosensorial
S0365-66912010001200005-1	SHORT_FORM	271	AVSC	SHORT-LONG	LONG_FORM	240	269	agudeza visual sin corrección
S0365-66912006000500008-1	SHORT_FORM	282	OD	SHORT-LONG	LONG_FORM	269	280	ojo derecho
S0365-66912006000500008-1	SHORT_FORM	333	OI	SHORT-LONG	LONG_FORM	318	331	ojo izquierdo
S0365-66912006000500008-1	SHORT_FORM	398	AO	SHORT-LONG	LONG_FORM	386	396	ambos ojos
S0365-66912006000500008-1	SHORT_FORM	59	AV	SHORT-LONG	LONG_FORM	43	57	agudeza visual
S0365-66912006000200012-1	SHORT_FORM	636	DPAR	SHORT-LONG	LONG_FORM	601	634	defecto pupilar aferente relativo
S0365-66912006000200012-1	SHORT_FORM	562	AV	SHORT-LONG	LONG_FORM	546	560	agudeza visual
S0365-66912006000200012-1	SHORT_FORM	895	RMN	SHORT-LONG	LONG_FORM	865	893	resonancia magnética nuclear
S0365-66912006000200012-1	SHORT_FORM	810	TC	SHORT-LONG	LONG_FORM	784	808	tomografía computarizada
S0365-66912006000200012-1	SHORT_FORM	1704	NOT	SHORT-LONG	LONG_FORM	1674	1702	neuropatía óptica traumática
S0365-66912006000200012-1	SHORT_FORM	208	OD	SHORT-LONG	LONG_FORM	195	206	ojo derecho
